,harmonised_code,teryt,teryt_woj,teryt_pow,nuts3_code,nuts_0,nuts_1,nuts_2,nuts_3,pow_name,pow_prefix,woj_name,woj_prefix,nuts_1_name,nuts_1_prefix,nuts_2_name,nuts_2_prefix,nuts3_name,nuts_3_prefix
343,T_3029,T_3029,30,29,PL417,PL,4,1,7,wolsztyński,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,leszczyński,podregion
344,T_3063,T_3063,30,63,PL417,PL,4,1,7,Leszno,powiat m.,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,leszczyński,podregion
345,T_3006,T_3006,30,6,PL416,PL,4,1,6,jarociński,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,kaliski,podregion
346,T_3007,T_3007,30,7,PL416,PL,4,1,6,kaliski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,kaliski,podregion
347,T_3008,T_3008,30,8,PL416,PL,4,1,6,kępiński,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,kaliski,podregion
348,T_3012,T_3012,30,12,PL416,PL,4,1,6,krotoszyński,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,kaliski,podregion
349,T_3017,T_3017,30,17,PL416,PL,4,1,6,ostrowski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,kaliski,podregion
350,T_3018,T_3018,30,18,PL416,PL,4,1,6,ostrzeszowski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,kaliski,podregion
351,T_3020,T_3020,30,20,PL416,PL,4,1,6,pleszewski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,kaliski,podregion
352,T_3061,T_3061,30,61,PL416,PL,4,1,6,Kalisz,powiat m.,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,kaliski,podregion
353,T_3016,T_3016,30,16,PL418,PL,4,1,8,obornicki,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,poznański,podregion
354,T_3021,T_3021,30,21,PL418,PL,4,1,8,poznański,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,poznański,podregion
355,T_3024,T_3024,30,24,PL418,PL,4,1,8,szamotulski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,poznański,podregion
356,T_3025,T_3025,30,25,PL418,PL,4,1,8,średzki,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,poznański,podregion
357,T_3026,T_3026,30,26,PL418,PL,4,1,8,śremski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,poznański,podregion
358,T_3064,T_3064,30,64,PL415,PL,4,1,5,Poznań,powiat m.,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,miasto poznań,podregion
359,T_3201,T_3201,32,1,PL426,PL,4,2,6,białogardzki,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,koszaliński,podregion
360,T_3208,T_3208,32,8,PL426,PL,4,2,6,kołobrzeski,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,koszaliński,podregion
361,T_3209,T_3209,32,9,PL426,PL,4,2,6,koszaliński,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,koszaliński,podregion
362,T_3213,T_3213,32,13,PL426,PL,4,2,6,sławieński,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,koszaliński,podregion
363,T_3261,T_3261,32,61,PL426,PL,4,2,6,Koszalin,powiat m.,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,koszaliński,podregion
364,T_3202,T_3202,32,2,PL427,PL,4,2,7,choszczeński,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczecinecko-pyrzycki,podregion
365,T_3203,T_3203,32,3,PL427,PL,4,2,7,drawski,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczecinecko-pyrzycki,podregion
366,T_3210,T_3210,32,10,PL427,PL,4,2,7,myśliborski,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczecinecko-pyrzycki,podregion
367,T_3212,T_3212,32,12,PL427,PL,4,2,7,pyrzycki,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczecinecko-pyrzycki,podregion
368,T_3215,T_3215,32,15,PL427,PL,4,2,7,szczecinecki,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczecinecko-pyrzycki,podregion
369,T_3216,T_3216,32,16,PL427,PL,4,2,7,świdwiński,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczecinecko-pyrzycki,podregion
370,T_3217,T_3217,32,17,PL427,PL,4,2,7,wałecki,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczecinecko-pyrzycki,podregion
371,T_3218,T_3218,32,18,PL427,PL,4,2,7,łobeski,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczecinecko-pyrzycki,podregion
372,T_3204,T_3204,32,4,PL428,PL,4,2,8,goleniowski,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczeciński,podregion
373,T_3205,T_3205,32,5,PL428,PL,4,2,8,gryficki,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczeciński,podregion
374,T_3206,T_3206,32,6,PL428,PL,4,2,8,gryfiński,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczeciński,podregion
375,T_3207,T_3207,32,7,PL428,PL,4,2,8,kamieński,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczeciński,podregion
376,T_3211,T_3211,32,11,PL428,PL,4,2,8,policki,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczeciński,podregion
377,T_3214,T_3214,32,14,PL428,PL,4,2,8,stargardzki,powiat,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczeciński,podregion
378,T_3263,T_3263,32,63,PL428,PL,4,2,8,Świnoujście,powiat m.,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,szczeciński,podregion
379,T_3262,T_3262,32,62,PL424,PL,4,2,4,Szczecin,powiat m.,zachodniopomorskie,województwo,północno-zachodni,makroregion,zachodniopomorskie,region,miasto szczecin,podregion
