year,province_code,nuts3_code,harmonised_name,marriages_civil,marriages_religious
2004,IT_091,ITG2E,Nuoro,207,707
2004,IT_092,ITG2F,Cagliari,666,1189
2004,IT_093,ITH41,Pordenone,611,672
2004,IT_094,ITF21,Isernia,73,286
2004,IT_095,ITG2G,Oristano,211,441
2004,IT_096,ITC13,Biella,277,372
2004,IT_097,ITC43,Lecco,415,914
2004,IT_098,ITC49,Lodi,303,454
2004,IT_099,ITH59,Rimini,483,647
2004,IT_100,ITI15,Prato,356,513
2004,IT_101,ITF62,Crotone,122,911
2004,IT_102,ITF64,Vibo Valentia,109,777
2004,IT_103,ITC14,VerbanoCusioOssola,308,428
2004,IT_108,ITC4D,Monza e della Brianza,1068,2011
2004,IT_109,ITI35,Fermo,145,464
2004,IT_110,ITF48,BarlettaAndriaTrani,167,1567
2004,IT_111,ITG2H,Sud Sardegna,383,1076
2005,IT_001,ITC11,Torino,3572,4631
2005,IT_002,ITC12,Vercelli,282,315
2005,IT_003,ITC15,Novara,597,781
2005,IT_004,ITC16,Cuneo,723,1530
2005,IT_005,ITC17,Asti,355,494
2005,IT_006,ITC18,Alessandria,751,834
2005,IT_007,ITC20,Valle dAosta,203,218
2005,IT_008,ITC31,Imperia,414,389
2005,IT_009,ITC32,Savona,513,586
2005,IT_010,ITC33,Genova,1785,1798
2005,IT_011,ITC34,La Spezia,435,508
2005,IT_012,ITC41,Varese,1199,1932
2005,IT_013,ITC42,Como,892,1449
2005,IT_014,ITC44,Sondrio,187,484
2005,IT_015,ITC4C,Milano,5132,5382
2005,IT_016,ITC46,Bergamo,1424,2466
2005,IT_017,ITC47,Brescia,1690,2801
2005,IT_018,ITC48,Pavia,836,1080
2005,IT_019,ITC4A,Cremona,528,755
2005,IT_020,ITC4B,Mantova,585,791
2005,IT_021,ITH10,Bolzano,1069,769
2005,IT_022,ITH20,Trento,768,1036
2005,IT_023,ITH31,Verona,1588,2160
2005,IT_024,ITH32,Vicenza,1074,1999
2005,IT_025,ITH33,Belluno,318,395
2005,IT_026,ITH34,Treviso,1204,2047
2005,IT_027,ITH35,Venezia,2148,1890
2005,IT_028,ITH36,Padova,1245,2302
2005,IT_029,ITH37,Rovigo,337,526
2005,IT_030,ITH42,Udine,848,969
2005,IT_031,ITH43,Gorizia,268,237
2005,IT_032,ITH44,Trieste,565,388
2005,IT_033,ITH51,Piacenza,477,703
2005,IT_034,ITH52,Parma,613,790
2005,IT_035,ITH53,Reggio nellEmilia,762,946
2005,IT_036,ITH54,Modena,1004,1188
2005,IT_037,ITH55,Bologna,1611,1468
2005,IT_038,ITH56,Ferrara,563,502
2005,IT_039,ITH57,Ravenna,668,633
2005,IT_040,ITH58,ForliCesena,542,748
2005,IT_041,ITI31,Pesaro e Urbino,487,845
2005,IT_042,ITI32,Ancona,585,1145
2005,IT_043,ITI33,Macerata,336,977
2005,IT_044,ITI34,Ascoli Piceno,183,606
2005,IT_045,ITI11,MassaCarrara,329,426
2005,IT_046,ITI12,Lucca,658,898
2005,IT_047,ITI13,Pistoia,443,659
2005,IT_048,ITI14,Firenze,1957,2078
2005,IT_049,ITI16,Livorno,671,521
2005,IT_050,ITI17,Pisa,642,971
2005,IT_051,ITI18,Arezzo,543,858
2005,IT_052,ITI19,Siena,762,616
2005,IT_053,ITI1A,Grosseto,434,421
2005,IT_054,ITI21,Perugia,922,1957
2005,IT_055,ITI22,Terni,312,624
2005,IT_056,ITI41,Viterbo,444,885
2005,IT_057,ITI42,Rieti,197,466
2005,IT_058,ITI43,Roma,6858,10266
2005,IT_059,ITI44,Latina,593,1646
2005,IT_060,ITI45,Frosinone,433,1593
2005,IT_061,ITF31,Caserta,674,3724
2005,IT_062,ITF32,Benevento,185,1094
2005,IT_063,ITF33,Napoli,4208,14169
2005,IT_064,ITF34,Avellino,292,1568
2005,IT_065,ITF35,Salerno,958,4510
2005,IT_066,ITF11,LAquila,277,888
2005,IT_067,ITF12,Teramo,315,921
2005,IT_068,ITF13,Pescara,336,998
2005,IT_069,ITF14,Chieti,361,1239
2005,IT_070,ITF22,Campobasso,219,796
2005,IT_071,ITF46,Foggia,486,2582
2005,IT_072,ITF47,Bari,1008,4699
2005,IT_073,ITF43,Taranto,499,2475
2005,IT_074,ITF44,Brindisi,309,1527
2005,IT_075,ITF45,Lecce,611,3126
2005,IT_076,ITF51,Potenza,190,1422
2005,IT_077,ITF52,Matera,109,851
2005,IT_078,ITF61,Cosenza,430,2885
2005,IT_079,ITF63,Catanzaro,244,1253
2005,IT_080,ITF65,Reggio di Calabria,355,2307
2005,IT_081,ITG11,Trapani,258,1877
2005,IT_082,ITG12,Palermo,1264,4967
2005,IT_083,ITG13,Messina,689,2290
2005,IT_084,ITG14,Agrigento,309,1869
2005,IT_085,ITG15,Caltanissetta,248,1122
2005,IT_086,ITG16,Enna,151,649
2005,IT_087,ITG17,Catania,1365,3920
2005,IT_088,ITG18,Ragusa,267,1161
2005,IT_089,ITG19,Siracusa,480,1437
2005,IT_090,ITG2D,Sassari,659,1348
2005,IT_091,ITG2E,Nuoro,209,672
2005,IT_092,ITG2F,Cagliari,668,1063
2005,IT_093,ITH41,Pordenone,579,646
2005,IT_094,ITF21,Isernia,61,285
2005,IT_095,ITG2G,Oristano,190,445
2005,IT_096,ITC13,Biella,260,372
2005,IT_097,ITC43,Lecco,443,976
2005,IT_098,ITC49,Lodi,312,446
2005,IT_099,ITH59,Rimini,529,666
2005,IT_100,ITI15,Prato,376,504
2005,IT_101,ITF62,Crotone,110,844
2005,IT_102,ITF64,Vibo Valentia,88,754
2005,IT_103,ITC14,VerbanoCusioOssola,289,394
2005,IT_108,ITC4D,Monza e della Brianza,1179,1904
2005,IT_109,ITI35,Fermo,127,487
2005,IT_110,ITF48,BarlettaAndriaTrani,201,1860
2005,IT_111,ITG2H,Sud Sardegna,368,1061
2006,IT_001,ITC11,Torino,3631,4474
2006,IT_002,ITC12,Vercelli,267,301
2006,IT_003,ITC15,Novara,667,764
2006,IT_004,ITC16,Cuneo,762,1433
2006,IT_005,ITC17,Asti,355,511
2006,IT_006,ITC18,Alessandria,760,893
2006,IT_007,ITC20,Valle dAosta,223,247
2006,IT_008,ITC31,Imperia,428,385
2006,IT_009,ITC32,Savona,633,611
2006,IT_010,ITC33,Genova,1771,1747
2006,IT_011,ITC34,La Spezia,475,521
2006,IT_012,ITC41,Varese,1268,1889
2006,IT_013,ITC42,Como,909,1385
2006,IT_014,ITC44,Sondrio,220,490
2006,IT_015,ITC4C,Milano,5307,5071
2006,IT_016,ITC46,Bergamo,1519,2359
2006,IT_017,ITC47,Brescia,1878,2637
2006,IT_018,ITC48,Pavia,906,1013
2006,IT_019,ITC4A,Cremona,534,745
2006,IT_020,ITC4B,Mantova,560,780
2006,IT_021,ITH10,Bolzano,1136,773
2006,IT_022,ITH20,Trento,804,1037
2006,IT_023,ITH31,Verona,1815,2095
2006,IT_024,ITH32,Vicenza,1089,1985
2006,IT_025,ITH33,Belluno,295,404
2006,IT_026,ITH34,Treviso,1095,1966
2006,IT_027,ITH35,Venezia,1937,1828
2006,IT_028,ITH36,Padova,1212,2254
2006,IT_029,ITH37,Rovigo,319,478
2006,IT_030,ITH42,Udine,857,884
2006,IT_031,ITH43,Gorizia,267,251
2006,IT_032,ITH44,Trieste,510,350
2006,IT_033,ITH51,Piacenza,482,693
2006,IT_034,ITH52,Parma,697,789
2006,IT_035,ITH53,Reggio nellEmilia,720,890
2006,IT_036,ITH54,Modena,1035,1257
2006,IT_037,ITH55,Bologna,1703,1445
2006,IT_038,ITH56,Ferrara,608,546
2006,IT_039,ITH57,Ravenna,672,622
2006,IT_040,ITH58,ForliCesena,552,706
2006,IT_041,ITI31,Pesaro e Urbino,461,804
2006,IT_042,ITI32,Ancona,666,1281
2006,IT_043,ITI33,Macerata,358,987
2006,IT_044,ITI34,Ascoli Piceno,181,668
2006,IT_045,ITI11,MassaCarrara,285,409
2006,IT_046,ITI12,Lucca,707,901
2006,IT_047,ITI13,Pistoia,447,612
2006,IT_048,ITI14,Firenze,2039,1993
2006,IT_049,ITI16,Livorno,680,565
2006,IT_050,ITI17,Pisa,621,937
2006,IT_051,ITI18,Arezzo,478,815
2006,IT_052,ITI19,Siena,771,637
2006,IT_053,ITI1A,Grosseto,449,449
2006,IT_054,ITI21,Perugia,902,1887
2006,IT_055,ITI22,Terni,356,628
2006,IT_056,ITI41,Viterbo,490,983
2006,IT_057,ITI42,Rieti,197,422
2006,IT_058,ITI43,Roma,7024,9788
2006,IT_059,ITI44,Latina,631,1680
2006,IT_060,ITI45,Frosinone,441,1654
2006,IT_061,ITF31,Caserta,661,3589
2006,IT_062,ITF32,Benevento,186,1119
2006,IT_063,ITF33,Napoli,4348,13740
2006,IT_064,ITF34,Avellino,299,1540
2006,IT_065,ITF35,Salerno,1208,4635
2006,IT_066,ITF11,LAquila,283,867
2006,IT_067,ITF12,Teramo,335,919
2006,IT_068,ITF13,Pescara,357,918
2006,IT_069,ITF14,Chieti,439,1158
2006,IT_070,ITF22,Campobasso,194,746
2006,IT_071,ITF46,Foggia,476,2593
2006,IT_072,ITF47,Bari,915,4571
2006,IT_073,ITF43,Taranto,447,2317
2006,IT_074,ITF44,Brindisi,264,1287
2006,IT_075,ITF45,Lecce,596,2938
2006,IT_076,ITF51,Potenza,226,1456
2006,IT_077,ITF52,Matera,113,908
2006,IT_078,ITF61,Cosenza,500,2912
2006,IT_079,ITF63,Catanzaro,247,1164
2006,IT_080,ITF65,Reggio di Calabria,326,2317
2006,IT_081,ITG11,Trapani,238,1751
2006,IT_082,ITG12,Palermo,1370,5002
2006,IT_083,ITG13,Messina,671,2348
2006,IT_084,ITG14,Agrigento,267,1770
2006,IT_085,ITG15,Caltanissetta,227,1164
2006,IT_086,ITG16,Enna,136,672
2006,IT_087,ITG17,Catania,1353,3770
2006,IT_088,ITG18,Ragusa,303,1240
2006,IT_089,ITG19,Siracusa,534,1303
2006,IT_090,ITG2D,Sassari,732,1410
2006,IT_091,ITG2E,Nuoro,246,649
2006,IT_092,ITG2F,Cagliari,646,1046
2006,IT_093,ITH41,Pordenone,563,625
2006,IT_094,ITF21,Isernia,63,273
2006,IT_095,ITG2G,Oristano,220,425
2006,IT_096,ITC13,Biella,321,336
2006,IT_097,ITC43,Lecco,450,884
2006,IT_098,ITC49,Lodi,305,433
2006,IT_099,ITH59,Rimini,529,649
2006,IT_100,ITI15,Prato,390,523
2006,IT_101,ITF62,Crotone,137,806
2006,IT_102,ITF64,Vibo Valentia,90,728
2006,IT_103,ITC14,VerbanoCusioOssola,315,428
2006,IT_108,ITC4D,Monza e della Brianza,1236,1834
2006,IT_109,ITI35,Fermo,157,455
2006,IT_110,ITF48,BarlettaAndriaTrani,226,1543
2006,IT_111,ITG2H,Sud Sardegna,421,994
2007,IT_001,ITC11,Torino,3629,4435
2007,IT_002,ITC12,Vercelli,296,362
2007,IT_003,ITC15,Novara,708,792
2007,IT_004,ITC16,Cuneo,766,1461
2007,IT_005,ITC17,Asti,377,495
2007,IT_006,ITC18,Alessandria,806,833
2007,IT_007,ITC20,Valle dAosta,223,274
2007,IT_008,ITC31,Imperia,423,421
2007,IT_009,ITC32,Savona,571,521
2007,IT_010,ITC33,Genova,1855,1746
2007,IT_011,ITC34,La Spezia,444,440
2007,IT_012,ITC41,Varese,1381,1803
2007,IT_013,ITC42,Como,946,1338
2007,IT_014,ITC44,Sondrio,235,499
2007,IT_015,ITC4C,Milano,5658,5027
2007,IT_016,ITC46,Bergamo,1637,2475
2007,IT_017,ITC47,Brescia,1926,2677
2007,IT_018,ITC48,Pavia,944,1022
2007,IT_019,ITC4A,Cremona,574,799
2007,IT_020,ITC4B,Mantova,674,744
2007,IT_021,ITH10,Bolzano,1065,723
2007,IT_022,ITH20,Trento,893,1001
2007,IT_023,ITH31,Verona,1875,2141
2007,IT_024,ITH32,Vicenza,1099,1953
2007,IT_025,ITH33,Belluno,273,376
2007,IT_026,ITH34,Treviso,1214,1981
2007,IT_027,ITH35,Venezia,2013,1790
2007,IT_028,ITH36,Padova,1277,2256
2007,IT_029,ITH37,Rovigo,329,475
2007,IT_030,ITH42,Udine,883,963
2007,IT_031,ITH43,Gorizia,287,250
2007,IT_032,ITH44,Trieste,478,341
2007,IT_033,ITH51,Piacenza,460,651
2007,IT_034,ITH52,Parma,729,779
2007,IT_035,ITH53,Reggio nellEmilia,874,859
2007,IT_036,ITH54,Modena,1142,1206
2007,IT_037,ITH55,Bologna,1860,1474
2007,IT_038,ITH56,Ferrara,662,557
2007,IT_039,ITH57,Ravenna,686,649
2007,IT_040,ITH58,ForliCesena,541,757
2007,IT_041,ITI31,Pesaro e Urbino,511,777
2007,IT_042,ITI32,Ancona,611,1088
2007,IT_043,ITI33,Macerata,347,946
2007,IT_044,ITI34,Ascoli Piceno,217,627
2007,IT_045,ITI11,MassaCarrara,325,395
2007,IT_046,ITI12,Lucca,764,870
2007,IT_047,ITI13,Pistoia,521,593
2007,IT_048,ITI14,Firenze,2159,1879
2007,IT_049,ITI16,Livorno,744,528
2007,IT_050,ITI17,Pisa,658,1010
2007,IT_051,ITI18,Arezzo,558,807
2007,IT_052,ITI19,Siena,791,667
2007,IT_053,ITI1A,Grosseto,469,475
2007,IT_054,ITI21,Perugia,877,1832
2007,IT_055,ITI22,Terni,350,545
2007,IT_056,ITI41,Viterbo,524,884
2007,IT_057,ITI42,Rieti,189,475
2007,IT_058,ITI43,Roma,7067,9919
2007,IT_059,ITI44,Latina,616,1706
2007,IT_060,ITI45,Frosinone,467,1674
2007,IT_061,ITF31,Caserta,695,3781
2007,IT_062,ITF32,Benevento,196,1136
2007,IT_063,ITF33,Napoli,4635,13784
2007,IT_064,ITF34,Avellino,249,1615
2007,IT_065,ITF35,Salerno,1120,4907
2007,IT_066,ITF11,LAquila,301,874
2007,IT_067,ITF12,Teramo,316,883
2007,IT_068,ITF13,Pescara,355,919
2007,IT_069,ITF14,Chieti,365,1177
2007,IT_070,ITF22,Campobasso,185,719
2007,IT_071,ITF46,Foggia,452,2622
2007,IT_072,ITF47,Bari,1041,5052
2007,IT_073,ITF43,Taranto,518,2429
2007,IT_074,ITF44,Brindisi,326,1425
2007,IT_075,ITF45,Lecce,620,3155
2007,IT_076,ITF51,Potenza,215,1519
2007,IT_077,ITF52,Matera,119,828
2007,IT_078,ITF61,Cosenza,476,2813
2007,IT_079,ITF63,Catanzaro,286,1314
2007,IT_080,ITF65,Reggio di Calabria,337,2335
2007,IT_081,ITG11,Trapani,225,1810
2007,IT_082,ITG12,Palermo,1443,4870
2007,IT_083,ITG13,Messina,631,2439
2007,IT_084,ITG14,Agrigento,258,1889
2007,IT_085,ITG15,Caltanissetta,213,1123
2007,IT_086,ITG16,Enna,136,634
2007,IT_087,ITG17,Catania,1379,3914
2007,IT_088,ITG18,Ragusa,240,1164
2007,IT_089,ITG19,Siracusa,458,1266
2007,IT_090,ITG2D,Sassari,833,1473
2007,IT_091,ITG2E,Nuoro,216,626
2007,IT_092,ITG2F,Cagliari,718,1144
2007,IT_093,ITH41,Pordenone,548,586
2007,IT_094,ITF21,Isernia,64,253
2007,IT_095,ITG2G,Oristano,203,413
2007,IT_096,ITC13,Biella,309,338
2007,IT_097,ITC43,Lecco,470,930
2007,IT_098,ITC49,Lodi,357,357
2007,IT_099,ITH59,Rimini,574,661
2007,IT_100,ITI15,Prato,476,517
2007,IT_101,ITF62,Crotone,125,868
2007,IT_102,ITF64,Vibo Valentia,86,756
2007,IT_103,ITC14,VerbanoCusioOssola,314,400
2007,IT_108,ITC4D,Monza e della Brianza,1264,1753
2007,IT_109,ITI35,Fermo,149,437
2007,IT_110,ITF48,BarlettaAndriaTrani,207,1720
2007,IT_111,ITG2H,Sud Sardegna,458,1050
2008,IT_001,ITC11,Torino,3884,4148
2008,IT_002,ITC12,Vercelli,306,308
2008,IT_003,ITC15,Novara,765,811
2008,IT_004,ITC16,Cuneo,865,1364
2008,IT_005,ITC17,Asti,398,499
2008,IT_006,ITC18,Alessandria,830,720
2008,IT_007,ITC20,Valle dAosta,241,266
2008,IT_008,ITC31,Imperia,459,355
2008,IT_009,ITC32,Savona,569,506
2008,IT_010,ITC33,Genova,1956,1490
2008,IT_011,ITC34,La Spezia,483,433
2008,IT_012,ITC41,Varese,1381,1851
2008,IT_013,ITC42,Como,1015,1258
2008,IT_014,ITC44,Sondrio,203,461
2008,IT_015,ITC4C,Milano,5614,4566
2008,IT_016,ITC46,Bergamo,1562,2300
2008,IT_017,ITC47,Brescia,1904,2518
2008,IT_018,ITC48,Pavia,959,957
2008,IT_019,ITC4A,Cremona,591,684
2008,IT_020,ITC4B,Mantova,656,713
2008,IT_021,ITH10,Bolzano,1077,708
2008,IT_022,ITH20,Trento,849,929
2008,IT_023,ITH31,Verona,2027,2095
2008,IT_024,ITH32,Vicenza,1124,1914
2008,IT_025,ITH33,Belluno,276,381
2008,IT_026,ITH34,Treviso,1229,1773
2008,IT_027,ITH35,Venezia,1861,1653
2008,IT_028,ITH36,Padova,1323,2183
2008,IT_029,ITH37,Rovigo,357,458
2008,IT_030,ITH42,Udine,860,900
2008,IT_031,ITH43,Gorizia,264,197
2008,IT_032,ITH44,Trieste,504,282
2008,IT_033,ITH51,Piacenza,490,681
2008,IT_034,ITH52,Parma,724,726
2008,IT_035,ITH53,Reggio nellEmilia,916,848
2008,IT_036,ITH54,Modena,1274,1100
2008,IT_037,ITH55,Bologna,1857,1406
2008,IT_038,ITH56,Ferrara,633,523
2008,IT_039,ITH57,Ravenna,766,577
2008,IT_040,ITH58,ForliCesena,615,668
2008,IT_041,ITI31,Pesaro e Urbino,514,729
2008,IT_042,ITI32,Ancona,785,1058
2008,IT_043,ITI33,Macerata,363,873
2008,IT_044,ITI34,Ascoli Piceno,248,594
2008,IT_045,ITI11,MassaCarrara,346,365
2008,IT_046,ITI12,Lucca,729,844
2008,IT_047,ITI13,Pistoia,515,537
2008,IT_048,ITI14,Firenze,2263,1861
2008,IT_049,ITI16,Livorno,785,514
2008,IT_050,ITI17,Pisa,781,923
2008,IT_051,ITI18,Arezzo,600,770
2008,IT_052,ITI19,Siena,788,596
2008,IT_053,ITI1A,Grosseto,503,419
2008,IT_054,ITI21,Perugia,1026,1800
2008,IT_055,ITI22,Terni,355,544
2008,IT_056,ITI41,Viterbo,543,828
2008,IT_057,ITI42,Rieti,204,381
2008,IT_058,ITI43,Roma,7315,8861
2008,IT_059,ITI44,Latina,666,1620
2008,IT_060,ITI45,Frosinone,469,1502
2008,IT_061,ITF31,Caserta,848,3629
2008,IT_062,ITF32,Benevento,220,1095
2008,IT_063,ITF33,Napoli,4732,13451
2008,IT_064,ITF34,Avellino,327,1552
2008,IT_065,ITF35,Salerno,1209,4732
2008,IT_066,ITF11,LAquila,239,820
2008,IT_067,ITF12,Teramo,338,894
2008,IT_068,ITF13,Pescara,287,776
2008,IT_069,ITF14,Chieti,382,1147
2008,IT_070,ITF22,Campobasso,153,679
2008,IT_071,ITF46,Foggia,482,2702
2008,IT_072,ITF47,Bari,1027,4951
2008,IT_073,ITF43,Taranto,553,2316
2008,IT_074,ITF44,Brindisi,357,1504
2008,IT_075,ITF45,Lecce,731,3062
2008,IT_076,ITF51,Potenza,218,1261
2008,IT_077,ITF52,Matera,133,798
2008,IT_078,ITF61,Cosenza,524,2747
2008,IT_079,ITF63,Catanzaro,286,1284
2008,IT_080,ITF65,Reggio di Calabria,392,2324
2008,IT_081,ITG11,Trapani,299,1747
2008,IT_082,ITG12,Palermo,1526,4949
2008,IT_083,ITG13,Messina,747,2336
2008,IT_084,ITG14,Agrigento,286,1791
2008,IT_085,ITG15,Caltanissetta,214,1102
2008,IT_086,ITG16,Enna,155,675
2008,IT_087,ITG17,Catania,1463,3648
2008,IT_088,ITG18,Ragusa,285,1180
2008,IT_089,ITG19,Siracusa,551,1390
2008,IT_090,ITG2D,Sassari,913,1362
2008,IT_091,ITG2E,Nuoro,239,628
2008,IT_092,ITG2F,Cagliari,867,1076
2008,IT_093,ITH41,Pordenone,520,569
2008,IT_094,ITF21,Isernia,63,310
2008,IT_095,ITG2G,Oristano,231,401
2008,IT_096,ITC13,Biella,294,303
2008,IT_097,ITC43,Lecco,483,896
2008,IT_098,ITC49,Lodi,385,402
2008,IT_099,ITH59,Rimini,560,598
2008,IT_100,ITI15,Prato,563,381
2008,IT_101,ITF62,Crotone,102,807
2008,IT_102,ITF64,Vibo Valentia,96,743
2008,IT_103,ITC14,VerbanoCusioOssola,369,394
2008,IT_108,ITC4D,Monza e della Brianza,1367,1601
2008,IT_109,ITI35,Fermo,185,462
2008,IT_110,ITF48,BarlettaAndriaTrani,284,1745
2008,IT_111,ITG2H,Sud Sardegna,632,982
2009,IT_001,ITC11,Torino,3778,3782
2009,IT_002,ITC12,Vercelli,258,258
2009,IT_003,ITC15,Novara,693,715
2009,IT_004,ITC16,Cuneo,824,1208
2009,IT_005,ITC17,Asti,396,487
2009,IT_006,ITC18,Alessandria,766,726
2009,IT_007,ITC20,Valle dAosta,246,203
2009,IT_008,ITC31,Imperia,429,319
2009,IT_009,ITC32,Savona,511,489
2009,IT_010,ITC33,Genova,1629,1431
2009,IT_011,ITC34,La Spezia,478,425
2009,IT_012,ITC41,Varese,1336,1606
2009,IT_013,ITC42,Como,1059,1204
2009,IT_014,ITC44,Sondrio,231,440
2009,IT_015,ITC4C,Milano,4943,4007
2009,IT_016,ITC46,Bergamo,1532,2134
2009,IT_017,ITC47,Brescia,1765,2337
2009,IT_018,ITC48,Pavia,902,874
2009,IT_019,ITC4A,Cremona,547,619
2009,IT_020,ITC4B,Mantova,609,611
2009,IT_021,ITH10,Bolzano,1164,753
2009,IT_022,ITH20,Trento,815,843
2009,IT_023,ITH31,Verona,1843,1882
2009,IT_024,ITH32,Vicenza,1054,1667
2009,IT_025,ITH33,Belluno,273,345
2009,IT_026,ITH34,Treviso,1145,1680
2009,IT_027,ITH35,Venezia,1852,1434
2009,IT_028,ITH36,Padova,1226,1829
2009,IT_029,ITH37,Rovigo,317,427
2009,IT_030,ITH42,Udine,881,817
2009,IT_031,ITH43,Gorizia,251,195
2009,IT_032,ITH44,Trieste,526,282
2009,IT_033,ITH51,Piacenza,430,585
2009,IT_034,ITH52,Parma,767,669
2009,IT_035,ITH53,Reggio nellEmilia,790,769
2009,IT_036,ITH54,Modena,1131,1026
2009,IT_037,ITH55,Bologna,1830,1298
2009,IT_038,ITH56,Ferrara,646,455
2009,IT_039,ITH57,Ravenna,739,532
2009,IT_040,ITH58,ForliCesena,601,603
2009,IT_041,ITI31,Pesaro e Urbino,504,699
2009,IT_042,ITI32,Ancona,595,931
2009,IT_043,ITI33,Macerata,381,765
2009,IT_044,ITI34,Ascoli Piceno,220,602
2009,IT_045,ITI11,MassaCarrara,344,339
2009,IT_046,ITI12,Lucca,720,779
2009,IT_047,ITI13,Pistoia,492,482
2009,IT_048,ITI14,Firenze,2082,1685
2009,IT_049,ITI16,Livorno,711,474
2009,IT_050,ITI17,Pisa,667,804
2009,IT_051,ITI18,Arezzo,579,688
2009,IT_052,ITI19,Siena,687,537
2009,IT_053,ITI1A,Grosseto,459,365
2009,IT_054,ITI21,Perugia,814,1622
2009,IT_055,ITI22,Terni,307,494
2009,IT_056,ITI41,Viterbo,529,774
2009,IT_057,ITI42,Rieti,193,368
2009,IT_058,ITI43,Roma,6873,8083
2009,IT_059,ITI44,Latina,685,1491
2009,IT_060,ITI45,Frosinone,502,1390
2009,IT_061,ITF31,Caserta,775,3521
2009,IT_062,ITF32,Benevento,189,1109
2009,IT_063,ITF33,Napoli,4185,12351
2009,IT_064,ITF34,Avellino,277,1408
2009,IT_065,ITF35,Salerno,1165,4630
2009,IT_066,ITF11,LAquila,271,697
2009,IT_067,ITF12,Teramo,366,876
2009,IT_068,ITF13,Pescara,322,689
2009,IT_069,ITF14,Chieti,365,1068
2009,IT_070,ITF22,Campobasso,176,616
2009,IT_071,ITF46,Foggia,511,2258
2009,IT_072,ITF47,Bari,1107,4790
2009,IT_073,ITF43,Taranto,484,2180
2009,IT_074,ITF44,Brindisi,419,1431
2009,IT_075,ITF45,Lecce,667,3116
2009,IT_076,ITF51,Potenza,193,1300
2009,IT_077,ITF52,Matera,113,813
2009,IT_078,ITF61,Cosenza,459,2700
2009,IT_079,ITF63,Catanzaro,239,1293
2009,IT_080,ITF65,Reggio di Calabria,375,2330
2009,IT_081,ITG11,Trapani,284,1637
2009,IT_082,ITG12,Palermo,1462,4547
2009,IT_083,ITG13,Messina,725,2294
2009,IT_084,ITG14,Agrigento,248,1709
2009,IT_085,ITG15,Caltanissetta,214,989
2009,IT_086,ITG16,Enna,151,642
2009,IT_087,ITG17,Catania,1544,3594
2009,IT_088,ITG18,Ragusa,290,1059
2009,IT_089,ITG19,Siracusa,626,1275
2009,IT_090,ITG2D,Sassari,822,1182
2009,IT_091,ITG2E,Nuoro,241,557
2009,IT_092,ITG2F,Cagliari,822,1003
2009,IT_093,ITH41,Pordenone,503,517
2009,IT_094,ITF21,Isernia,56,275
2009,IT_095,ITG2G,Oristano,272,388
2009,IT_096,ITC13,Biella,271,292
2009,IT_097,ITC43,Lecco,536,811
2009,IT_098,ITC49,Lodi,360,352
2009,IT_099,ITH59,Rimini,564,579
2009,IT_100,ITI15,Prato,600,379
2009,IT_101,ITF62,Crotone,106,747
2009,IT_102,ITF64,Vibo Valentia,90,712
2009,IT_103,ITC14,VerbanoCusioOssola,351,370
2009,IT_108,ITC4D,Monza e della Brianza,1353,1581
2009,IT_109,ITI35,Fermo,185,440
2009,IT_110,ITF48,BarlettaAndriaTrani,282,1554
2009,IT_111,ITG2H,Sud Sardegna,598,843
2010,IT_001,ITC11,Torino,3383,3407
2010,IT_002,ITC12,Vercelli,280,299
2010,IT_003,ITC15,Novara,626,700
2010,IT_004,ITC16,Cuneo,734,1260
2010,IT_005,ITC17,Asti,335,425
2010,IT_006,ITC18,Alessandria,723,753
2010,IT_007,ITC20,Valle dAosta,212,196
2010,IT_008,ITC31,Imperia,391,331
2010,IT_009,ITC32,Savona,471,496
2010,IT_010,ITC33,Genova,1530,1350
2010,IT_011,ITC34,La Spezia,456,361
2010,IT_012,ITC41,Varese,1214,1482
2010,IT_013,ITC42,Como,885,1176
2010,IT_014,ITC44,Sondrio,208,401
2010,IT_015,ITC4C,Milano,4685,4362
2010,IT_016,ITC46,Bergamo,1375,1995
2010,IT_017,ITC47,Brescia,1619,2112
2010,IT_018,ITC48,Pavia,822,784
2010,IT_019,ITC4A,Cremona,529,602
2010,IT_020,ITC4B,Mantova,556,618
2010,IT_021,ITH10,Bolzano,1195,711
2010,IT_022,ITH20,Trento,842,793
2010,IT_023,ITH31,Verona,1769,1943
2010,IT_024,ITH32,Vicenza,1019,1639
2010,IT_025,ITH33,Belluno,248,319
2010,IT_026,ITH34,Treviso,1124,1646
2010,IT_027,ITH35,Venezia,1714,1394
2010,IT_028,ITH36,Padova,1095,1911
2010,IT_029,ITH37,Rovigo,308,410
2010,IT_030,ITH42,Udine,895,805
2010,IT_031,ITH43,Gorizia,203,175
2010,IT_032,ITH44,Trieste,451,252
2010,IT_033,ITH51,Piacenza,409,521
2010,IT_034,ITH52,Parma,647,643
2010,IT_035,ITH53,Reggio nellEmilia,744,761
2010,IT_036,ITH54,Modena,957,959
2010,IT_037,ITH55,Bologna,1744,1217
2010,IT_038,ITH56,Ferrara,652,448
2010,IT_039,ITH57,Ravenna,628,517
2010,IT_040,ITH58,ForliCesena,577,597
2010,IT_041,ITI31,Pesaro e Urbino,392,643
2010,IT_042,ITI32,Ancona,512,891
2010,IT_043,ITI33,Macerata,289,724
2010,IT_044,ITI34,Ascoli Piceno,187,572
2010,IT_045,ITI11,MassaCarrara,305,299
