year,election_date,election_type,region_code,reigion_name,vote_share,wage_index,civil_marriage_share
2004,2004_06_13,european,T_0802,krośnieński,0.08857094191790155,0.802,0.3557312252964427
2004,2004_06_13,european,T_0803,międzyrzecki,0.1054783319705642,0.799,0.3215686274509804
2004,2004_06_13,european,T_0804,nowosolski,0.08577684691546078,0.753,0.2832512315270936
2004,2004_06_13,european,T_0805,słubicki,0.10667485667485667,0.879,0.3694581280788177
2004,2004_06_13,european,T_0806,strzelecko-drezdenecki,0.11226024821361415,0.8320000000000001,0.2830188679245283
2004,2004_06_13,european,T_0807,sulęciński,0.12431137724550899,0.7190000000000001,0.3431952662721893
2004,2004_06_13,european,T_0808,świebodziński,0.09403254972875226,0.758,0.3218884120171674
2004,2004_06_13,european,T_0809,zielonogórski,0.08694303732037631,0.852,0.29581151832460734
2004,2004_06_13,european,T_0810,żagański,0.0737979470556456,0.753,0.30952380952380953
2004,2004_06_13,european,T_0811,żarski,0.08205557104358331,0.86,0.32701421800947866
2004,2004_06_13,european,T_0812,wschowski,0.09900069718800837,0.7140000000000001,0.2756756756756757
2004,2004_06_13,european,T_0861,Gorzów Wielkopolski,0.24674041880679573,0.8859999999999999,0.4059233449477352
2004,2004_06_13,european,T_0862,Zielona Góra,0.10822310609564333,0.983,0.40630797773654914
2004,2004_06_13,european,T_1001,bełchatowski,0.09692800750410381,1.3659999999999999,0.21788617886178863
2004,2004_06_13,european,T_1002,kutnowski,0.07784660090234763,0.845,0.2513464991023339
2004,2004_06_13,european,T_1003,łaski,0.06627218934911243,0.716,0.17424242424242425
2004,2004_06_13,european,T_1004,łęczycki,0.04791238877481177,0.816,0.17857142857142858
2004,2004_06_13,european,T_1005,łowicki,0.0677519525736332,0.805,0.12026726057906459
2004,2004_06_13,european,T_1006,łódzki wschodni,0.09926991391522284,0.7440000000000001,0.19047619047619047
2004,2004_06_13,european,T_1007,opoczyński,0.07425018288222385,0.838,0.12916666666666668
2004,2004_06_13,european,T_1008,pabianicki,0.10448651874355774,0.794,0.2908496732026144
2004,2004_06_13,european,T_1009,pajęczański,0.08468934911242604,0.802,0.14675767918088736
2004,2004_06_13,european,T_1010,piotrkowski,0.06006807101462607,0.688,0.17248908296943233
2004,2004_06_13,european,T_1011,poddębicki,0.03171247357293869,0.7440000000000001,0.18811881188118812
2004,2004_06_13,european,T_1012,radomszczański,0.07468620877835815,0.6970000000000001,0.21651090342679127
2004,2004_06_13,european,T_1013,rawski,0.03647146034099333,0.745,0.20202020202020202
2004,2004_06_13,european,T_1014,sieradzki,0.0746743502010925,0.782,0.19636963696369636
2004,2004_06_13,european,T_1015,skierniewicki,0.046730698189878093,0.8390000000000001,0.13917525773195877
2004,2004_06_13,european,T_1016,tomaszowski,0.06661269804556494,0.762,0.24437299035369775
2004,2004_06_13,european,T_1017,wieluński,0.06858407079646017,0.718,0.17687074829931973
2004,2004_06_13,european,T_1018,wieruszowski,0.08948168158028026,0.718,0.18061674008810572
2004,2004_06_13,european,T_1019,zduńskowolski,0.09453589391860996,0.757,0.2303206997084548
2004,2004_06_13,european,T_1020,zgierski,0.11851488678908896,0.8,0.26295336787564766
2004,2004_06_13,european,T_1021,brzeziński,0.052947719688542824,0.6890000000000001,0.17073170731707318
2004,2004_06_13,european,T_1061,Łódź,0.11184236479112152,0.9520000000000001,0.39493886835371056
2004,2004_06_13,european,T_1062,Piotrków Trybunalski,0.09593770070648683,0.703,0.31105990783410137
2004,2004_06_13,european,T_1063,Skierniewice,0.09236353858564131,0.816,0.30196078431372547
2004,2004_06_13,european,T_1201,bocheński,0.16279069767441862,0.825,0.15763546798029557
2004,2004_06_13,european,T_1202,brzeski,0.16346020761245675,0.727,0.15625
2004,2004_06_13,european,T_1203,chrzanowski,0.1379511059371362,0.9890000000000001,0.23817292006525284
2004,2004_06_13,european,T_1204,dąbrowski,0.11482524044100399,0.77,0.15614617940199335
2004,2004_06_13,european,T_1205,gorlicki,0.16212664277180405,0.8009999999999999,0.16264090177133655
2004,2004_06_13,european,T_1206,krakowski,0.15157674304015767,0.9,0.16982758620689656
2004,2004_06_13,european,T_1207,limanowski,0.12362431883748264,0.75,0.07984293193717278
2004,2004_06_13,european,T_1208,miechowski,0.08960158703918003,0.78,0.16487455197132617
2004,2004_06_13,european,T_1209,myślenicki,0.14355751967960226,0.8909999999999999,0.12352941176470589
2004,2004_06_13,european,T_1210,nowosądecki,0.16344401041666667,0.777,0.12313104661389622
2004,2004_06_13,european,T_1211,nowotarski,0.1538578660880819,0.747,0.1858974358974359
2004,2004_06_13,european,T_1212,olkuski,0.12309915797411085,0.9520000000000001,0.21575342465753425
2004,2004_06_13,european,T_1213,oświęcimski,0.1612777712929458,0.8690000000000001,0.2165680473372781
2004,2004_06_13,european,T_1214,proszowicki,0.07688787185354691,0.764,0.19909502262443438
2004,2004_06_13,european,T_1215,suski,0.15250422059651098,0.7929999999999999,0.14705882352941177
2004,2004_06_13,european,T_1216,tarnowski,0.13408900389984327,0.725,0.12588116817724068
2004,2004_06_13,european,T_1217,tatrzański,0.12549628862420162,0.82,0.22935779816513763
2004,2004_06_13,european,T_1218,wadowicki,0.16549095210971387,0.767,0.16805721096543505
2004,2004_06_13,european,T_1219,wielicki,0.16114230927270237,0.8740000000000001,0.20784313725490197
2004,2004_06_13,european,T_1261,Kraków,0.17295595750662926,1.022,0.3086088769734882
2004,2004_06_13,european,T_1262,Nowy Sącz,0.23454451524022732,0.845,0.21774193548387097
2004,2004_06_13,european,T_1263,Tarnów,0.19762392462105693,0.84,0.29132569558101473
2004,2004_06_13,european,T_1401,białobrzeski,0.10240475547149419,0.826,0.10476190476190476
2004,2004_06_13,european,T_1402,ciechanowski,0.14981594041606028,0.857,0.21730382293762576
2004,2004_06_13,european,T_1403,garwoliński,0.17697966248377325,0.858,0.1273031825795645
2004,2004_06_13,european,T_1404,gostyniński,0.09164370982552801,0.738,0.2345679012345679
2004,2004_06_13,european,T_1405,grodziski,0.17417609794291408,1.114,0.3729281767955801
2004,2004_06_13,european,T_1406,grójecki,0.08220804273631102,0.9740000000000001,0.19494584837545126
2004,2004_06_13,european,T_1407,kozienicki,0.09155166610568832,1.1320000000000001,0.18529411764705883
2004,2004_06_13,european,T_1408,legionowski,0.19062074092429687,0.982,0.2831858407079646
2004,2004_06_13,european,T_1409,lipski,0.047041906327033686,0.733,0.18660287081339713
2004,2004_06_13,european,T_1410,łosicki,0.06862562767342384,0.815,0.13725490196078433
2004,2004_06_13,european,T_1411,makowski,0.08757570797184482,0.774,0.1517509727626459
2004,2004_06_13,european,T_1412,miński,0.1462624046277365,0.851,0.2011173184357542
2004,2004_06_13,european,T_1413,mławski,0.08357142857142857,0.735,0.20051413881748073
2004,2004_06_13,european,T_1414,nowodworski,0.1758383490971625,1.063,0.26740947075208915
2004,2004_06_13,european,T_1415,ostrołęcki,0.11506042449476998,0.868,0.11727078891257996
2004,2004_06_13,european,T_1416,ostrowski,0.07278735375547021,0.828,0.14814814814814814
2004,2004_06_13,european,T_1417,otwocki,0.20618556701030927,0.871,0.2140221402214022
2004,2004_06_13,european,T_1418,piaseczyński,0.19865360583706212,1.072,0.3463203463203463
2004,2004_06_13,european,T_1419,płocki,0.07231293737663735,0.8140000000000001,0.16789667896678967
2004,2004_06_13,european,T_1420,płoński,0.08797814207650273,0.85,0.19912472647702406
2004,2004_06_13,european,T_1421,pruszkowski,0.23338062423996758,1.212,0.3154471544715447
2004,2004_06_13,european,T_1422,przasnyski,0.06105070090396961,0.826,0.18518518518518517
2004,2004_06_13,european,T_1423,przysuski,0.04627109417528579,0.8,0.11450381679389313
2004,2004_06_13,european,T_1424,pułtuski,0.10662824207492795,0.7759999999999999,0.08661417322834646
2004,2004_06_13,european,T_1425,radomski,0.10622317596566523,0.7120000000000001,0.1395631067961165
2004,2004_06_13,european,T_1426,siedlecki,0.06921241050119331,0.7809999999999999,0.13082039911308205
2004,2004_06_13,european,T_1427,sierpecki,0.08662564766839378,0.8,0.20955882352941177
2004,2004_06_13,european,T_1428,sochaczewski,0.10522031138699502,1.045,0.19868995633187772
2004,2004_06_13,european,T_1429,sokołowski,0.07936220329769886,0.818,0.10882352941176471
2004,2004_06_13,european,T_1430,szydłowiecki,0.06681743421052631,0.7490000000000001,0.1506276150627615
2004,2004_06_13,european,T_1432,warszawski zachodni,0.23493975903614459,1.112,0.296551724137931
2004,2004_06_13,european,T_1433,węgrowski,0.0935754189944134,0.8009999999999999,0.14745308310991956
2004,2004_06_13,european,T_1434,wołomiński,0.24322039409507706,0.902,0.2131303520456708
2004,2004_06_13,european,T_1435,wyszkowski,0.10573025090391147,0.779,0.14560439560439561
2004,2004_06_13,european,T_1436,zwoleński,0.05717863105175292,0.782,0.20588235294117646
2004,2004_06_13,european,T_1437,żuromiński,0.1038369304556355,0.732,0.09541984732824428
2004,2004_06_13,european,T_1438,żyrardowski,0.12301507537688443,0.9640000000000001,0.3118279569892473
2004,2004_06_13,european,T_1461,Ostrołęka,0.2619322112059027,0.996,0.22570532915360503
2004,2004_06_13,european,T_1462,Płock,0.1602675253901412,1.206,0.3004115226337449
2004,2004_06_13,european,T_1463,Radom,0.1238009515237238,0.917,0.22291993720565148
2004,2004_06_13,european,T_1464,Siedlce,0.13550533973069184,0.943,0.2327790973871734
2004,2004_06_13,european,T_1465,Warszawa,0.23427712352793786,1.4380000000000002,0.40165229012270687
2004,2004_06_13,european,T_1601,brzeski,0.0611353711790393,0.83,0.3295194508009153
2004,2004_06_13,european,T_1602,głubczycki,0.07727411013081838,0.795,0.34347826086956523
2004,2004_06_13,european,T_1603,kędzierzyńsko-kozielski,0.09915576891243172,0.965,0.40176600441501104
2004,2004_06_13,european,T_1604,kluczborski,0.08663798116060006,0.8170000000000001,0.34
2004,2004_06_13,european,T_1605,krapkowicki,0.10987107946892438,1.129,0.32867132867132864
2004,2004_06_13,european,T_1606,namysłowski,0.2030558332143367,0.856,0.23770491803278687
2004,2004_06_13,european,T_1607,nyski,0.0688750247573777,0.767,0.3023255813953488
2004,2004_06_13,european,T_1608,oleski,0.07421150278293136,0.821,0.282312925170068
2004,2004_06_13,european,T_1609,opolski,0.08975147097567401,0.882,0.29296875
2004,2004_06_13,european,T_1610,prudnicki,0.07603938730853392,0.77,0.3181818181818182
2004,2004_06_13,european,T_1611,strzelecki,0.09191477738322863,0.8420000000000001,0.32212885154061627
2004,2004_06_13,european,T_1661,Opole,0.0960447192343525,1.001,0.4065934065934066
2004,2004_06_13,european,T_1801,bieszczadzki,0.1122168840082361,0.767,0.2733812949640288
2004,2004_06_13,european,T_1802,brzozowski,0.1518480227448953,0.75,0.13527851458885942
2004,2004_06_13,european,T_1803,dębicki,0.20358322004272675,0.8490000000000001,0.16061452513966482
2004,2004_06_13,european,T_1804,jarosławski,0.16435474986228654,0.7859999999999999,0.1988555078683834
2004,2004_06_13,european,T_1805,jasielski,0.15527676901067458,0.8109999999999999,0.18819776714513556
2004,2004_06_13,european,T_1806,kolbuszowski,0.1264186987301944,0.759,0.17549668874172186
2004,2004_06_13,european,T_1807,krośnieński,0.1654149224328983,0.763,0.16784452296819788
2004,2004_06_13,european,T_1808,leżajski,0.1466070929907847,0.841,0.1643059490084986
2004,2004_06_13,european,T_1809,lubaczowski,0.06754054654521217,0.7879999999999999,0.21666666666666667
2004,2004_06_13,european,T_1810,łańcucki,0.23782491783686885,0.7440000000000001,0.1926605504587156
2004,2004_06_13,european,T_1811,mielecki,0.1214961988713213,0.862,0.20989304812834225
2004,2004_06_13,european,T_1812,niżański,0.09994275901545506,0.732,0.19130434782608696
2004,2004_06_13,european,T_1813,przemyski,0.14189858101418987,0.754,0.20157068062827224
2004,2004_06_13,european,T_1814,przeworski,0.13509662481075785,0.812,0.17590361445783131
2004,2004_06_13,european,T_1815,ropczycko-sędziszowski,0.14159742241817874,0.795,0.14043583535108958
2004,2004_06_13,european,T_1816,rzeszowski,0.3311076923076923,0.755,0.14285714285714285
2004,2004_06_13,european,T_1817,sanocki,0.10729547043741745,0.8140000000000001,0.27697841726618705
2004,2004_06_13,european,T_1818,stalowowolski,0.10032786885245902,0.851,0.29473684210526313
2004,2004_06_13,european,T_1819,strzyżowski,0.3412065439672802,0.738,0.16857142857142857
2004,2004_06_13,european,T_1820,tarnobrzeski,0.13694866232827188,0.9109999999999999,0.2103448275862069
2004,2004_06_13,european,T_1821,leski,0.12030278453636117,0.8490000000000001,0.22435897435897437
2004,2004_06_13,european,T_1861,Krosno,0.15922263893624275,0.7829999999999999,0.25461254612546125
2004,2004_06_13,european,T_1862,Przemyśl,0.18391126025354212,0.8340000000000001,0.3250883392226148
2004,2004_06_13,european,T_1863,Rzeszów,0.36962663205314195,0.9520000000000001,0.30569948186528495
2004,2004_06_13,european,T_1864,Tarnobrzeg,0.1516073554703003,0.7979999999999999,0.3543859649122807
2004,2004_06_13,european,T_2001,augustowski,0.10729137787635154,1.05,0.27184466019417475
2004,2004_06_13,european,T_2002,białostocki,0.10907922700538723,0.7609999999999999,0.21124620060790272
2004,2004_06_13,european,T_2003,bielski,0.09811365523786926,0.8320000000000001,0.23193916349809887
2004,2004_06_13,european,T_2004,grajewski,0.10618684630384684,0.9159999999999999,0.24199288256227758
2004,2004_06_13,european,T_2005,hajnowski,0.05304276315789474,0.7509999999999999,0.2874493927125506
2004,2004_06_13,european,T_2006,kolneński,0.08630686886708296,0.79,0.1417004048582996
2004,2004_06_13,european,T_2007,łomżyński,0.07354703415218694,0.826,0.20284697508896798
2004,2004_06_13,european,T_2008,moniecki,0.07754261097583817,0.812,0.16097560975609757
2004,2004_06_13,european,T_2009,sejneński,0.07065217391304347,0.784,0.20833333333333334
2004,2004_06_13,european,T_2010,siemiatycki,0.09223300970873786,0.7929999999999999,0.27586206896551724
2004,2004_06_13,european,T_2011,sokólski,0.09729019935537782,0.7879999999999999,0.2
2004,2004_06_13,european,T_2012,suwalski,0.08245305164319248,0.8190000000000001,0.22613065326633167
2004,2004_06_13,european,T_2013,wysokomazowiecki,0.07955305128450005,0.809,0.10091743119266056
2004,2004_06_13,european,T_2014,zambrowski,0.12268041237113401,0.764,0.2471042471042471
2004,2004_06_13,european,T_2061,Białystok,0.11730804304213022,0.9470000000000001,0.28084526244035446
2004,2004_06_13,european,T_2062,Łomża,0.16647162083089526,0.807,0.25806451612903225
2004,2004_06_13,european,T_2063,Suwałki,0.15971891376846117,0.821,0.29080118694362017
2004,2004_06_13,european,T_2201,bytowski,0.06171792152704136,0.78,0.18048780487804877
2004,2004_06_13,european,T_2202,chojnicki,0.07727342905666204,0.743,0.1963927855711423
2004,2004_06_13,european,T_2203,człuchowski,0.0740043057050592,0.805,0.2527881040892193
2004,2004_06_13,european,T_2204,gdański,0.10444388651770023,0.877,0.2658536585365854
2004,2004_06_13,european,T_2205,kartuski,0.0845296887561732,0.8009999999999999,0.11021069692058347
2004,2004_06_13,european,T_2206,kościerski,0.11222020568663037,0.7879999999999999,0.1557377049180328
2004,2004_06_13,european,T_2207,kwidzyński,0.0793010752688172,0.973,0.33080808080808083
2004,2004_06_13,european,T_2208,lęborski,0.07693165347307392,0.823,0.3173431734317343
2004,2004_06_13,european,T_2209,malborski,0.09253116779137596,0.833,0.36807817589576547
2004,2004_06_13,european,T_2210,nowodworski,0.08267543859649122,0.809,0.3515151515151515
2004,2004_06_13,european,T_2211,pucki,0.06753352295814709,0.812,0.21761658031088082
2004,2004_06_13,european,T_2212,słupski,0.06661578717836895,0.768,0.31422018348623854
2004,2004_06_13,european,T_2213,starogardzki,0.10202587258969978,0.917,0.17880794701986755
2004,2004_06_13,european,T_2214,tczewski,0.15392150860221637,0.915,0.21568627450980393
2004,2004_06_13,european,T_2215,wejherowski,0.11861847073114679,0.8320000000000001,0.2398286937901499
2004,2004_06_13,european,T_2216,sztumski,0.08111533586818757,0.795,0.32338308457711445
2004,2004_06_13,european,T_2261,Gdańsk,0.1516624040920716,1.149,0.3454384410983171
2004,2004_06_13,european,T_2262,Gdynia,0.1160294565932391,1.103,0.37430610626486915
2004,2004_06_13,european,T_2263,Słupsk,0.08547008547008547,0.872,0.43429844097995546
2004,2004_06_13,european,T_2264,Sopot,0.1417209513710044,1.1320000000000001,0.41830065359477125
2004,2004_06_13,european,T_2401,będziński,0.08124215809284818,0.8759999999999999,0.3631647211413748
2004,2004_06_13,european,T_2402,bielski,0.11617912603828097,0.8240000000000001,0.2597911227154047
2004,2004_06_13,european,T_2403,cieszyński,0.05931105047748977,0.809,0.2578125
2004,2004_06_13,european,T_2404,częstochowski,0.08438048912309147,0.73,0.19448698315467075
2004,2004_06_13,european,T_2405,gliwicki,0.083843132204263,0.8240000000000001,0.2921739130434783
2004,2004_06_13,european,T_2406,kłobucki,0.07447349679519788,0.667,0.2086021505376344
2004,2004_06_13,european,T_2407,lubliniecki,0.07260342249543114,0.7909999999999999,0.3743455497382199
2004,2004_06_13,european,T_2408,mikołowski,0.08794063079777366,0.973,0.2753303964757709
2004,2004_06_13,european,T_2409,myszkowski,0.09067490984028852,0.713,0.27040816326530615
2004,2004_06_13,european,T_2410,pszczyński,0.1243876209821962,0.815,0.2184115523465704
2004,2004_06_13,european,T_2411,raciborski,0.06915254237288136,0.8740000000000001,0.29434697855750486
2004,2004_06_13,european,T_2412,rybnicki,0.08462921823759653,0.8759999999999999,0.24102564102564103
2004,2004_06_13,european,T_2413,tarnogórski,0.08100595057116797,0.836,0.2813852813852814
2004,2004_06_13,european,T_2414,bieruńsko-lędziński,0.08997605200136846,0.856,0.2222222222222222
2004,2004_06_13,european,T_2415,wodzisławski,0.0791555493142349,0.752,0.20960187353629978
2004,2004_06_13,european,T_2416,zawierciański,0.07834491090305044,0.857,0.2236024844720497
2004,2004_06_13,european,T_2417,żywiecki,0.1004042534493365,1.003,0.23725055432372505
2004,2004_06_13,european,T_2461,Bielsko-Biała,0.1071970624235006,0.951,0.3462857142857143
2004,2004_06_13,european,T_2462,Bytom,0.10139948649332803,0.851,0.4178168130489335
2004,2004_06_13,european,T_2463,Chorzów,0.11300597863373518,0.856,0.37449392712550605
2004,2004_06_13,european,T_2464,Częstochowa,0.14323686441648908,0.88,0.3391768292682927
2004,2004_06_13,european,T_2465,Dąbrowa Górnicza,0.08653685208949395,1.046,0.37370753323485967
2004,2004_06_13,european,T_2466,Gliwice,0.0840616765373477,1.07,0.38487584650112866
2004,2004_06_13,european,T_2467,Jastrzębie-Zdrój,0.10097457316626365,1.415,0.3438077634011091
2004,2004_06_13,european,T_2468,Jaworzno,0.1433720464557469,1.054,0.32665330661322645
2004,2004_06_13,european,T_2469,Katowice,0.09164420485175202,1.358,0.3528212100611829
2004,2004_06_13,european,T_2470,Mysłowice,0.09499465893483901,0.81,0.3701657458563536
2004,2004_06_13,european,T_2471,Piekary Śląskie,0.1043961700813343,0.813,0.3357664233576642
2004,2004_06_13,european,T_2472,Ruda Śląska,0.0720891929557836,0.855,0.35665294924554186
2004,2004_06_13,european,T_2473,Rybnik,0.1071349089776116,0.9309999999999999,0.2862547288776797
2004,2004_06_13,european,T_2474,Siemianowice Śląskie,0.09583099044099928,0.847,0.34810126582278483
2004,2004_06_13,european,T_2475,Sosnowiec,0.08724958375852623,0.885,0.3895297249334516
2004,2004_06_13,european,T_2476,Świętochłowice,0.08780925522368926,0.845,0.325
2004,2004_06_13,european,T_2477,Tychy,0.10650979781058864,0.94,0.2875318066157761
2004,2004_06_13,european,T_2478,Zabrze,0.08733201501271237,0.972,0.45384615384615384
2004,2004_06_13,european,T_2479,Żory,0.07529693799716683,0.789,0.3333333333333333
2004,2004_06_13,european,T_2601,buski,0.06388716034017838,0.8,0.2641975308641975
2004,2004_06_13,european,T_2602,jędrzejowski,0.09611516883666772,0.872,0.16346153846153846
2004,2004_06_13,european,T_2603,kazimierski,0.044009216589861753,0.763,0.22285714285714286
2004,2004_06_13,european,T_2604,kielecki,0.09718228867165038,0.826,0.12003610108303249
2004,2004_06_13,european,T_2605,konecki,0.11180904522613065,0.76,0.1650294695481336
2004,2004_06_13,european,T_2606,opatowski,0.04422914911541702,0.9490000000000001,0.18211920529801323
2004,2004_06_13,european,T_2607,ostrowiecki,0.13451832345841563,0.7979999999999999,0.32517482517482516
2004,2004_06_13,european,T_2608,pińczowski,0.04258268964151317,1.062,0.23786407766990292
2004,2004_06_13,european,T_2609,sandomierski,0.11186440677966102,0.885,0.20918367346938777
2004,2004_06_13,european,T_2610,skarżyski,0.13886331296559806,0.846,0.26370757180156656
2004,2004_06_13,european,T_2611,starachowicki,0.1014855616758471,0.754,0.2260536398467433
2004,2004_06_13,european,T_2612,staszowski,0.06612398246712586,0.893,0.2171837708830549
