year,region_code,region_name,civil_marriage_share
2000,T_3031,Powiat złotowski,0.265625
2000,T_3016,Powiat obornicki,0.1419753086419753
2000,T_3021,Powiat poznański,0.246001523229246
2000,T_3024,Powiat szamotulski,0.23946360153256704
2000,T_3025,Powiat średzki,0.190625
2000,T_3026,Powiat śremski,0.19035532994923857
2000,T_3064,Powiat m. Poznań,0.362696029362696
2000,T_3201,Powiat białogardzki,0.3726937269372694
2000,T_3208,Powiat kołobrzeski,0.43735763097949887
2000,T_3209,Powiat koszaliński,0.33126934984520123
2000,T_3213,Powiat sławieński,0.29337539432176657
2000,T_3261,Powiat m. Koszalin,0.5026833631484794
2000,T_3202,Powiat choszczeński,0.38235294117647056
2000,T_3203,Powiat drawski,0.35093167701863354
2000,T_3210,Powiat myśliborski,0.37435897435897436
2000,T_3212,Powiat pyrzycki,0.29464285714285715
2000,T_3215,Powiat szczecinecki,0.37697516930022573
2000,T_3216,Powiat świdwiński,0.27530364372469635
2000,T_3217,Powiat wałecki,0.3037249283667622
2000,T_3262,Powiat m. Szczecin,0.4715487382483919
2000,T_3204,Powiat goleniowski,0.33940774487471526
2000,T_3205,Powiat gryficki,0.3713592233009709
2000,T_3206,Powiat gryfiński,0.32400932400932403
2000,T_3207,Powiat kamieński,0.3519163763066202
2000,T_3211,Powiat policki,0.42424242424242425
2000,T_3214,Powiat stargardzki,0.33205128205128204
2000,T_3263,Powiat m. Świnoujście,0.5217391304347826
2000,T_0201,Powiat bolesławiecki,0.2958579881656805
2000,T_0205,Powiat jaworski,0.2867132867132867
2000,T_0206,Powiat karkonoski,0.4024390243902439
2000,T_0207,Powiat kamiennogórski,0.2931726907630522
2000,T_0210,Powiat lubański,0.35435435435435436
2000,T_0212,Powiat lwówecki,0.32061068702290074
2000,T_0225,Powiat zgorzelecki,0.42748091603053434
2000,T_0226,Powiat złotoryjski,0.33948339483394835
2000,T_0261,Powiat m. Jelenia Góra,0.4531590413943355
2000,T_0203,Powiat głogowski,0.32989690721649484
2000,T_0204,Powiat górowski,0.20276497695852536
2000,T_0209,Powiat legnicki,0.34256055363321797
2000,T_0211,Powiat lubiński,0.35714285714285715
2000,T_0216,Powiat polkowicki,0.3240223463687151
2000,T_0262,Powiat m. Legnica,0.4266666666666667
2000,T_0202,Powiat dzierżoniowski,0.373134328358209
2000,T_0208,Powiat kłodzki,0.37915742793791574
2000,T_0219,Powiat świdnicki,0.35294117647058826
2000,T_0221,Powiat wałbrzyski,0.37623762376237624
2000,T_0224,Powiat ząbkowicki,0.304
2000,T_0263,Powiat m. Wałbrzych,0.5166666666666667
2000,T_0213,Powiat milicki,0.2196969696969697
2000,T_0214,Powiat oleśnicki,0.29276315789473684
2000,T_0215,Powiat oławski,0.2727272727272727
2000,T_0217,Powiat strzeliński,0.2616033755274262
2000,T_0218,Powiat średzki,0.30612244897959184
2000,T_0220,Powiat trzebnicki,0.2652582159624413
2000,T_0222,Powiat wołowski,0.28627450980392155
2000,T_0223,Powiat wrocławski,0.2886405959031657
2000,T_0264,Powiat m. Wrocław,0.4427710843373494
2000,T_1601,Powiat brzeski,0.3130252100840336
2000,T_1602,Powiat głubczycki,0.29473684210526313
2000,T_1606,Powiat namysłowski,0.2716049382716049
2000,T_1607,Powiat nyski,0.2652284263959391
2000,T_1610,Powiat prudnicki,0.3174061433447099
2000,T_1603,Powiat kędzierzyńsko-kozielski,0.3623481781376518
2000,T_1604,Powiat kluczborski,0.3035230352303523
2000,T_1605,Powiat krapkowicki,0.3590504451038576
2000,T_1608,Powiat oleski,0.21875
2000,T_1609,Powiat opolski,0.26773049645390073
2000,T_1611,Powiat strzelecki,0.2594594594594595
2000,T_1661,Powiat m. Opole,0.4500846023688663
2000,T_0403,Powiat bydgoski,0.28600823045267487
2000,T_0415,Powiat toruński,0.32335329341317365
2000,T_0461,Powiat m. Bydgoszcz,0.40416263310745404
2000,T_0463,Powiat m. Toruń,0.36319218241042345
2000,T_0402,Powiat brodnicki,0.22142857142857142
2000,T_0404,Powiat chełmiński,0.2732732732732733
2000,T_0405,Powiat golubsko-dobrzyński,0.2619047619047619
2000,T_0406,Powiat grudziądzki,0.251063829787234
2000,T_0412,Powiat rypiński,0.24381625441696114
2000,T_0417,Powiat wąbrzeski,0.29245283018867924
