year,region,religiosity,trust,last_vote,rlgdgr,pray,rlgatnd,prtvtpl,prtvtapl,prtvtbpl,prtvtcpl,prtvtdpl,prtvtepl,prtvtfpl
2002,PL82,15.0,5.0,Samoobrona Rzeczypospolitej Polskiej,5.0,1.0,3.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL52,10.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,4.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL43,6.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,4.0,7.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL61,15.0,7.0,Refusal*,7.0,2.0,4.0,Refusal*,,,,,,
2002,PL72,16.0,5.0,Don't know*,6.0,1.0,3.0,Don't know*,,,,,,
2002,PL71,16.0,5.0,Samoobrona Rzeczypospolitej Polskiej,10.0,5.0,3.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL63,20.0,7.0,Not applicable*,10.0,1.0,3.0,Not applicable*,,,,,,
2002,PL9X,4.0,8.0,Not applicable*,2.0,7.0,5.0,Not applicable*,,,,,,
2002,PL63,10.0,7.0,Not applicable*,3.0,3.0,4.0,Not applicable*,,,,,,
2002,PL41,17.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL42,16.0,9.0,Not applicable*,8.0,3.0,3.0,Not applicable*,,,,,,
2002,PL82,15.0,1.0,Not applicable*,7.0,2.0,4.0,Not applicable*,,,,,,
2002,PL41,18.0,5.0,Platforma Obywatelska,10.0,3.0,3.0,Platforma Obywatelska,,,,,,
2002,PL72,20.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,10.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL42,19.0,10.0,Sojusz Lewicy Demokratycznej/Unia Pracy,9.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL9X,10.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,5.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL71,11.0,0.0,Sojusz Lewicy Demokratycznej/Unia Pracy,7.0,5.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL84,18.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,7.0,1.0,2.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL84,13.0,5.0,Samoobrona Rzeczypospolitej Polskiej,5.0,1.0,5.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL21,12.0,2.0,Not applicable*,6.0,5.0,3.0,Not applicable*,,,,,,
2002,PL21,21.0,5.0,Prawo i Sprawiedliwość,10.0,1.0,2.0,Prawo i Sprawiedliwość,,,,,,
2002,PL22,2.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,1.0,7.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL81,18.0,8.0,Polskie Stronnictwo Ludowe,10.0,1.0,5.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL81,6.0,9.0,Polskie Stronnictwo Ludowe,2.0,5.0,5.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL51,8.0,1.0,Not applicable*,4.0,6.0,4.0,Not applicable*,,,,,,
2002,PL41,13.0,3.0,Not applicable*,5.0,2.0,4.0,Not applicable*,,,,,,
2002,PL21,18.0,1.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL9X,12.0,5.0,Prawo i Sprawiedliwość,6.0,4.0,4.0,Prawo i Sprawiedliwość,,,,,,
2002,PL9X,16.0,3.0,Polskie Stronnictwo Ludowe,6.0,1.0,3.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL21,20.0,7.0,Don't know*,10.0,1.0,3.0,Don't know*,,,,,,
2002,PL9X,20.0,8.0,Not applicable*,10.0,1.0,3.0,Not applicable*,,,,,,
2002,PL41,14.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL21,12.0,8.0,Polskie Stronnictwo Ludowe,7.0,6.0,3.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL51,18.0,0.0,Polskie Stronnictwo Ludowe,9.0,2.0,3.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL9X,10.0,2.0,Not applicable*,3.0,2.0,5.0,Not applicable*,,,,,,
2002,PL9X,2.0,8.0,Not applicable*,1.0,7.0,6.0,Not applicable*,,,,,,
2002,PL71,18.0,3.0,Don't know*,8.0,1.0,3.0,Don't know*,,,,,,
2002,PL62,19.0,9.0,Platforma Obywatelska,9.0,1.0,3.0,Platforma Obywatelska,,,,,,
2002,PL51,15.0,8.0,Not applicable*,7.0,2.0,4.0,Not applicable*,,,,,,
2002,PL71,17.0,9.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL61,13.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,6.0,3.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL51,13.0,8.0,Akcja Wyborcza Solidarność Prawicy,8.0,6.0,3.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL42,13.0,3.0,Akcja Wyborcza Solidarność Prawicy,7.0,5.0,3.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL82,20.0,6.0,Samoobrona Rzeczypospolitej Polskiej,10.0,1.0,3.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL21,16.0,4.0,Not applicable*,7.0,2.0,3.0,Not applicable*,,,,,,
2002,PL22,,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL22,18.0,1.0,Not applicable*,7.0,1.0,2.0,Not applicable*,,,,,,
2002,PL82,17.0,3.0,Liga Polskich Rodzin,7.0,1.0,3.0,Liga Polskich Rodzin,,,,,,
2002,PL9X,15.0,5.0,Not applicable*,7.0,1.0,5.0,Not applicable*,,,,,,
2002,PL42,17.0,4.0,Don't know*,9.0,3.0,3.0,Don't know*,,,,,,
2002,PL9X,17.0,2.0,Don't know*,7.0,1.0,3.0,Don't know*,,,,,,
2002,PL51,18.0,10.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL62,14.0,4.0,Not applicable*,6.0,2.0,4.0,Not applicable*,,,,,,
2002,PL82,14.0,9.0,Not applicable*,10.0,6.0,4.0,Not applicable*,,,,,,
2002,PL9X,15.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,7.0,2.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL22,12.0,6.0,Don't know*,5.0,3.0,4.0,Don't know*,,,,,,
2002,PL81,16.0,7.0,Polskie Stronnictwo Ludowe,6.0,1.0,3.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL71,11.0,5.0,Not applicable*,7.0,6.0,4.0,Not applicable*,,,,,,
2002,PL61,14.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,7.0,3.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL9X,2.0,6.0,Prawo i Sprawiedliwość,0.0,7.0,5.0,Prawo i Sprawiedliwość,,,,,,
2002,PL9X,17.0,5.0,Not applicable*,8.0,1.0,4.0,Not applicable*,,,,,,
2002,PL9X,14.0,0.0,Don't know*,10.0,5.0,5.0,Don't know*,,,,,,
2002,PL21,18.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL62,14.0,5.0,Not applicable*,6.0,2.0,4.0,Not applicable*,,,,,,
2002,PL9X,18.0,7.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL41,18.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL9X,15.0,0.0,Not applicable*,9.0,5.0,3.0,Not applicable*,,,,,,
2002,PL22,14.0,4.0,Don't know*,5.0,2.0,3.0,Don't know*,,,,,,
2002,PL22,16.0,0.0,Not applicable*,10.0,4.0,4.0,Not applicable*,,,,,,
2002,PL61,1.0,4.0,Not applicable*,1.0,7.0,7.0,Not applicable*,,,,,,
2002,PL22,14.0,2.0,Sojusz Lewicy Demokratycznej/Unia Pracy,4.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL21,16.0,5.0,Polskie Stronnictwo Ludowe,6.0,1.0,3.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL9X,,3.0,Unia Wolności,5.0,,3.0,Unia Wolności,,,,,,
2002,PL82,17.0,5.0,Not applicable*,9.0,3.0,3.0,Not applicable*,,,,,,
2002,PL9X,17.0,7.0,Akcja Wyborcza Solidarność Prawicy,7.0,1.0,3.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL22,7.0,3.0,Don't know*,1.0,3.0,5.0,Don't know*,,,,,,
2002,PL9X,19.0,10.0,Not applicable*,10.0,1.0,4.0,Not applicable*,,,,,,
2002,PL81,19.0,8.0,Liga Polskich Rodzin,9.0,1.0,3.0,Liga Polskich Rodzin,,,,,,
2002,PL82,10.0,2.0,Not applicable*,5.0,2.0,7.0,Not applicable*,,,,,,
2002,PL81,13.0,5.0,Polskie Stronnictwo Ludowe,5.0,3.0,3.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL63,8.0,6.0,Not applicable*,8.0,7.0,7.0,Not applicable*,,,,,,
2002,PL42,20.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,1.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL41,8.0,7.0,Polskie Stronnictwo Ludowe,4.0,7.0,3.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL22,16.0,5.0,Don't know*,6.0,1.0,3.0,Don't know*,,,,,,
2002,PL61,14.0,5.0,Samoobrona Rzeczypospolitej Polskiej,5.0,2.0,3.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL72,18.0,1.0,Don't know*,8.0,1.0,3.0,Don't know*,,,,,,
2002,PL41,11.0,5.0,Not applicable*,5.0,4.0,4.0,Not applicable*,,,,,,
2002,PL21,18.0,10.0,Samoobrona Rzeczypospolitej Polskiej,8.0,1.0,3.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL63,20.0,10.0,Don't know*,10.0,1.0,3.0,Don't know*,,,,,,
2002,PL62,15.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,6.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL71,13.0,0.0,Not applicable*,5.0,1.0,5.0,Not applicable*,,,,,,
2002,PL63,17.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL63,15.0,3.0,Not applicable*,6.0,2.0,3.0,Not applicable*,,,,,,
2002,PL71,9.0,2.0,Refusal*,9.0,7.0,7.0,Refusal*,,,,,,
2002,PL21,17.0,8.0,Sojusz Lewicy Demokratycznej/Unia Pracy,7.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL84,19.0,1.0,Not applicable*,10.0,1.0,4.0,Not applicable*,,,,,,
2002,PL9X,18.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL51,16.0,8.0,Not applicable*,6.0,1.0,3.0,Not applicable*,,,,,,
2002,PL9X,16.0,3.0,Not applicable*,8.0,4.0,2.0,Not applicable*,,,,,,
2002,PL81,8.0,1.0,Not applicable*,5.0,7.0,4.0,Not applicable*,,,,,,
2002,PL51,6.0,6.0,Not applicable*,4.0,6.0,6.0,Not applicable*,,,,,,
2002,PL22,16.0,6.0,Akcja Wyborcza Solidarność Prawicy,6.0,1.0,3.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL43,18.0,2.0,Polskie Stronnictwo Ludowe,8.0,1.0,3.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL9X,20.0,7.0,Liga Polskich Rodzin,9.0,1.0,2.0,Liga Polskich Rodzin,,,,,,
2002,PL22,1.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,0.0,7.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL62,18.0,0.0,Akcja Wyborcza Solidarność Prawicy,8.0,1.0,3.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL72,15.0,5.0,Polskie Stronnictwo Ludowe,6.0,1.0,4.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL22,7.0,4.0,Don't know*,3.0,5.0,5.0,Don't know*,,,,,,
2002,PL9X,16.0,6.0,Platforma Obywatelska,8.0,3.0,3.0,Platforma Obywatelska,,,,,,
2002,PL22,13.0,3.0,Not applicable*,4.0,1.0,4.0,Not applicable*,,,,,,
2002,PL61,13.0,8.0,Sojusz Lewicy Demokratycznej/Unia Pracy,9.0,7.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL61,17.0,10.0,Not applicable*,7.0,1.0,3.0,Not applicable*,,,,,,
2002,PL81,18.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,10.0,3.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL62,17.0,3.0,Not applicable*,7.0,2.0,2.0,Not applicable*,,,,,,
2002,PL61,3.0,8.0,Platforma Obywatelska,2.0,6.0,7.0,Platforma Obywatelska,,,,,,
2002,PL61,12.0,4.0,Not applicable*,6.0,5.0,3.0,Not applicable*,,,,,,
2002,PL52,21.0,6.0,Refusal*,10.0,1.0,2.0,Refusal*,,,,,,
2002,PL42,14.0,2.0,Not applicable*,6.0,1.0,5.0,Not applicable*,,,,,,
2002,PL9X,14.0,,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,1.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL61,19.0,9.0,Sojusz Lewicy Demokratycznej/Unia Pracy,10.0,3.0,2.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL82,6.0,7.0,Not applicable*,3.0,6.0,5.0,Not applicable*,,,,,,
2002,PL63,16.0,6.0,Not applicable*,7.0,1.0,4.0,Not applicable*,,,,,,
2002,PL22,16.0,1.0,Akcja Wyborcza Solidarność Prawicy,5.0,1.0,2.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL43,12.0,3.0,Don't know*,4.0,1.0,5.0,Don't know*,,,,,,
2002,PL63,20.0,,Sojusz Lewicy Demokratycznej/Unia Pracy,10.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL51,18.0,10.0,Unia Wolności,8.0,1.0,3.0,Unia Wolności,,,,,,
2002,PL9X,21.0,0.0,Akcja Wyborcza Solidarność Prawicy,10.0,1.0,2.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL63,16.0,7.0,Sojusz Lewicy Demokratycznej/Unia Pracy,7.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL61,7.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,4.0,6.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL21,12.0,7.0,Sojusz Lewicy Demokratycznej/Unia Pracy,4.0,3.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL43,9.0,5.0,Unia Wolności,5.0,4.0,6.0,Unia Wolności,,,,,,
2002,PL63,18.0,5.0,Not applicable*,9.0,1.0,4.0,Not applicable*,,,,,,
2002,PL84,2.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,2.0,7.0,7.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL22,17.0,6.0,Don't know*,7.0,1.0,3.0,Don't know*,,,,,,
2002,PL9X,13.0,1.0,Prawo i Sprawiedliwość,5.0,2.0,4.0,Prawo i Sprawiedliwość,,,,,,
2002,PL61,17.0,6.0,Not applicable*,7.0,1.0,3.0,Not applicable*,,,,,,
2002,PL81,14.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL71,20.0,10.0,Akcja Wyborcza Solidarność Prawicy,10.0,1.0,3.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL22,14.0,5.0,Not applicable*,5.0,1.0,4.0,Not applicable*,,,,,,
2002,PL9X,14.0,10.0,Platforma Obywatelska,6.0,2.0,4.0,Platforma Obywatelska,,,,,,
2002,PL9X,2.0,4.0,Not applicable*,1.0,6.0,7.0,Not applicable*,,,,,,
2002,PL21,19.0,6.0,Not applicable*,8.0,1.0,2.0,Not applicable*,,,,,,
2002,PL72,,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL81,20.0,0.0,Not applicable*,10.0,1.0,3.0,Not applicable*,,,,,,
2002,PL62,19.0,1.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,2.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL62,19.0,3.0,Samoobrona Rzeczypospolitej Polskiej,9.0,1.0,3.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL22,16.0,9.0,Don't know*,7.0,1.0,4.0,Don't know*,,,,,,
2002,PL22,11.0,2.0,Not applicable*,5.0,3.0,5.0,Not applicable*,,,,,,
2002,PL22,16.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,3.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL81,17.0,0.0,Not applicable*,7.0,1.0,3.0,Not applicable*,,,,,,
2002,PL42,18.0,7.0,Samoobrona Rzeczypospolitej Polskiej,8.0,1.0,3.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL42,12.0,5.0,Samoobrona Rzeczypospolitej Polskiej,5.0,3.0,4.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL41,0.0,0.0,Not applicable*,0.0,7.0,7.0,Not applicable*,,,,,,
2002,PL61,,5.0,Not applicable*,0.0,,7.0,Not applicable*,,,,,,
2002,PL22,15.0,5.0,Don't know*,10.0,4.0,5.0,Don't know*,,,,,,
2002,PL9X,19.0,7.0,Sojusz Lewicy Demokratycznej/Unia Pracy,10.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL9X,17.0,9.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL22,9.0,0.0,Sojusz Lewicy Demokratycznej/Unia Pracy,1.0,1.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL41,10.0,5.0,Samoobrona Rzeczypospolitej Polskiej,6.0,6.0,4.0,Samoobrona Rzeczypospolitej Polskiej,,,,,,
2002,PL82,18.0,5.0,Not applicable*,8.0,1.0,3.0,Not applicable*,,,,,,
2002,PL84,15.0,5.0,Not applicable*,9.0,1.0,7.0,Not applicable*,,,,,,
2002,PL82,14.0,,Sojusz Lewicy Demokratycznej/Unia Pracy,7.0,4.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL51,22.0,8.0,Don't know*,10.0,1.0,1.0,Don't know*,,,,,,
2002,PL41,11.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,4.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL72,12.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,3.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL71,16.0,7.0,Not applicable*,7.0,1.0,4.0,Not applicable*,,,,,,
2002,PL9X,16.0,3.0,Not applicable*,7.0,2.0,3.0,Not applicable*,,,,,,
2002,PL21,11.0,2.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,5.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL21,20.0,7.0,Refusal*,10.0,1.0,3.0,Refusal*,,,,,,
2002,PL51,17.0,6.0,Not applicable*,7.0,1.0,3.0,Not applicable*,,,,,,
2002,PL52,18.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL21,15.0,6.0,Not applicable*,5.0,1.0,3.0,Not applicable*,,,,,,
2002,PL9X,0.0,3.0,Not applicable*,0.0,7.0,7.0,Not applicable*,,,,,,
2002,PL22,19.0,9.0,Not applicable*,8.0,1.0,2.0,Not applicable*,,,,,,
2002,PL51,19.0,5.0,Liga Polskich Rodzin,9.0,1.0,3.0,Liga Polskich Rodzin,,,,,,
2002,PL9X,10.0,7.0,Unia Wolności,4.0,4.0,4.0,Unia Wolności,,,,,,
2002,PL71,18.0,0.0,Not applicable*,10.0,1.0,5.0,Not applicable*,,,,,,
2002,PL62,,4.0,Not applicable*,,,5.0,Not applicable*,,,,,,
2002,PL51,15.0,8.0,Akcja Wyborcza Solidarność Prawicy,8.0,2.0,5.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL43,17.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL51,15.0,9.0,Not applicable*,7.0,3.0,3.0,Not applicable*,,,,,,
2002,PL9X,13.0,2.0,Prawo i Sprawiedliwość,5.0,1.0,5.0,Prawo i Sprawiedliwość,,,,,,
2002,PL63,17.0,5.0,Unia Wolności,7.0,1.0,3.0,Unia Wolności,,,,,,
2002,PL72,,3.0,Refusal*,2.0,,5.0,Refusal*,,,,,,
2002,PL63,18.0,5.0,Unia Wolności,8.0,1.0,3.0,Unia Wolności,,,,,,
2002,PL9X,1.0,3.0,Unia Wolności,1.0,7.0,7.0,Unia Wolności,,,,,,
2002,PL61,9.0,5.0,Akcja Wyborcza Solidarność Prawicy,5.0,5.0,5.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL43,14.0,5.0,Not applicable*,5.0,2.0,3.0,Not applicable*,,,,,,
2002,PL9X,,3.0,Not applicable*,5.0,,6.0,Not applicable*,,,,,,
2002,PL9X,19.0,8.0,Not applicable*,9.0,1.0,3.0,Not applicable*,,,,,,
2002,PL52,16.0,4.0,Not applicable*,8.0,2.0,4.0,Not applicable*,,,,,,
2002,PL63,,,Refusal*,,,,Refusal*,,,,,,
2002,PL42,16.0,8.0,Not applicable*,8.0,2.0,4.0,Not applicable*,,,,,,
2002,PL41,15.0,6.0,Liga Polskich Rodzin,5.0,1.0,3.0,Liga Polskich Rodzin,,,,,,
2002,PL61,14.0,2.0,Not applicable*,6.0,3.0,3.0,Not applicable*,,,,,,
2002,PL41,10.0,10.0,Not applicable*,6.0,5.0,5.0,Not applicable*,,,,,,
2002,PL21,12.0,6.0,Not applicable*,7.0,6.0,3.0,Not applicable*,,,,,,
2002,PL41,20.0,0.0,Don't know*,9.0,1.0,2.0,Don't know*,,,,,,
2002,PL22,18.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL9X,16.0,0.0,Sojusz Lewicy Demokratycznej/Unia Pracy,8.0,2.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL72,7.0,8.0,Sojusz Lewicy Demokratycznej/Unia Pracy,3.0,5.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL62,16.0,,Don't know*,6.0,1.0,3.0,Don't know*,,,,,,
2002,PL51,,3.0,Not applicable*,10.0,,,Not applicable*,,,,,,
2002,PL63,19.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,9.0,1.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL82,18.0,5.0,Akcja Wyborcza Solidarność Prawicy,10.0,1.0,5.0,Akcja Wyborcza Solidarność Prawicy,,,,,,
2002,PL43,12.0,2.0,Not applicable*,9.0,7.0,4.0,Not applicable*,,,,,,
2002,PL21,17.0,2.0,Not applicable*,7.0,1.0,3.0,Not applicable*,,,,,,
2002,PL72,9.0,4.0,Not applicable*,6.0,7.0,4.0,Not applicable*,,,,,,
2002,PL22,14.0,8.0,Not applicable*,7.0,3.0,4.0,Not applicable*,,,,,,
2002,PL63,15.0,7.0,Platforma Obywatelska,6.0,2.0,3.0,Platforma Obywatelska,,,,,,
2002,PL71,13.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,2.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL82,18.0,7.0,Polskie Stronnictwo Ludowe,8.0,1.0,3.0,Polskie Stronnictwo Ludowe,,,,,,
2002,PL22,11.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,5.0,4.0,4.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL82,18.0,8.0,Not applicable*,8.0,1.0,3.0,Not applicable*,,,,,,
2002,PL9X,11.0,2.0,Don't know*,5.0,4.0,4.0,Don't know*,,,,,,
2002,PL72,14.0,7.0,Not applicable*,8.0,1.0,7.0,Not applicable*,,,,,,
2002,PL9X,21.0,2.0,Prawo i Sprawiedliwość,10.0,1.0,2.0,Prawo i Sprawiedliwość,,,,,,
2002,PL42,17.0,5.0,Not applicable*,7.0,1.0,3.0,Not applicable*,,,,,,
2002,PL62,18.0,10.0,Sojusz Lewicy Demokratycznej/Unia Pracy,10.0,3.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL71,9.0,3.0,Refusal*,4.0,4.0,5.0,Refusal*,,,,,,
2002,PL81,14.0,8.0,Sojusz Lewicy Demokratycznej/Unia Pracy,6.0,3.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL82,20.0,8.0,Not applicable*,9.0,1.0,2.0,Not applicable*,,,,,,
2002,PL84,22.0,5.0,Not applicable*,10.0,1.0,1.0,Not applicable*,,,,,,
2002,PL9X,19.0,8.0,Sojusz Lewicy Demokratycznej/Unia Pracy,10.0,2.0,3.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
2002,PL9X,22.0,7.0,Prawo i Sprawiedliwość,10.0,1.0,1.0,Prawo i Sprawiedliwość,,,,,,
2002,PL9X,10.0,5.0,Sojusz Lewicy Demokratycznej/Unia Pracy,3.0,1.0,6.0,Sojusz Lewicy Demokratycznej/Unia Pracy,,,,,,
