,election_date,election_type,harmonised_code,harmonised_name,pc1
38,2000_10_08,president_a,T_0409,mogileński,0.15802901412290127
39,2000_10_08,president_a,T_0410,nakielski,0.13922520717797426
40,2000_10_08,president_a,T_0411,radziejowski,0.10906031379173775
41,2000_10_08,president_a,T_0412,rypiński,0.05958361546695551
42,2000_10_08,president_a,T_0413,sępoleński,0.12566529113698244
43,2000_10_08,president_a,T_0414,świecki,0.11507988551095377
44,2000_10_08,president_a,T_0415,toruński,0.057264728367555306
45,2000_10_08,president_a,T_0416,tucholski,0.07674294359930756
46,2000_10_08,president_a,T_0417,wąbrzeski,0.11533745583660532
47,2000_10_08,president_a,T_0418,włocławski,0.10808950615077684
48,2000_10_08,president_a,T_0419,żniński,0.15433396995890558
49,2000_10_08,president_a,T_0461,Bydgoszcz,0.06296039493459626
50,2000_10_08,president_a,T_0462,Grudziądz,0.1571699965868989
51,2000_10_08,president_a,T_0463,Toruń,-0.005754794544438169
52,2000_10_08,president_a,T_0464,Włocławek,0.15153964540099074
53,2000_10_08,president_a,T_0601,bialski,-0.13091334950042027
54,2000_10_08,president_a,T_0602,biłgorajski,-0.22645897879921306
55,2000_10_08,president_a,T_0603,chełmski,-0.039421109628229145
56,2000_10_08,president_a,T_0604,hrubieszowski,-0.09529646910284517
57,2000_10_08,president_a,T_0605,janowski,-0.36747100776862923
58,2000_10_08,president_a,T_0606,krasnostawski,-0.1095068993154022
59,2000_10_08,president_a,T_0607,kraśnicki,-0.14380368092803447
60,2000_10_08,president_a,T_0608,lubartowski,-0.1144649723367786
61,2000_10_08,president_a,T_0609,lubelski,-0.21900164561035268
62,2000_10_08,president_a,T_0610,łęczyński,-0.04764187244660911
63,2000_10_08,president_a,T_0611,łukowski,-0.1255580408332797
64,2000_10_08,president_a,T_0612,opolski,-0.13276816226120103
65,2000_10_08,president_a,T_0613,parczewski,-0.11494980528761439
66,2000_10_08,president_a,T_0614,puławski,-0.10195457272116809
67,2000_10_08,president_a,T_0615,radzyński,-0.1891464865745151
68,2000_10_08,president_a,T_0616,rycki,-0.014947072295136532
69,2000_10_08,president_a,T_0617,świdnicki,-0.10966320883917036
70,2000_10_08,president_a,T_0618,tomaszowski,-0.14402543063640696
71,2000_10_08,president_a,T_0619,włodawski,-0.05734309286432265
72,2000_10_08,president_a,T_0620,zamojski,-0.24202507317832103
73,2000_10_08,president_a,T_0661,Biała Podlaska,-0.03073107418122767
74,2000_10_08,president_a,T_0662,Chełm,0.025451660136317722
75,2000_10_08,president_a,T_0663,Lublin,-0.10773360826370454
76,2000_10_08,president_a,T_0664,Zamość,-0.06550012773673092
77,2000_10_08,president_a,T_0801,gorzowski,0.13069746455829145
78,2000_10_08,president_a,T_0802,krośnieński,0.16570087990036897
79,2000_10_08,president_a,T_0803,międzyrzecki,0.17013368336156753
80,2000_10_08,president_a,T_0804,nowosolski,0.10485533985252182
81,2000_10_08,president_a,T_0805,słubicki,0.14896822032681412
82,2000_10_08,president_a,T_0806,strzelecko-drezdenecki,0.18983303096871684
83,2000_10_08,president_a,T_0807,sulęciński,0.10449565613194295
84,2000_10_08,president_a,T_0808,świebodziński,0.10254745380152441
85,2000_10_08,president_a,T_0809,zielonogórski,0.1313439914449337
86,2000_10_08,president_a,T_0810,żagański,0.1456009361896502
87,2000_10_08,president_a,T_0811,żarski,0.14873208245961456
88,2000_10_08,president_a,T_0861,Gorzów Wielkopolski,0.06379550234552106
89,2000_10_08,president_a,T_0862,Zielona Góra,0.05653057252888449
90,2000_10_08,president_a,T_1001,bełchatowski,0.04908615586905235
91,2000_10_08,president_a,T_1002,kutnowski,0.07575435952937559
92,2000_10_08,president_a,T_1003,łaski,0.02150302013708938
93,2000_10_08,president_a,T_1004,łęczycki,-0.006459967219958118
94,2000_10_08,president_a,T_1005,łowicki,-0.08754208771728628
95,2000_10_08,president_a,T_1006,łódzki wschodni,-0.08161892627961165
96,2000_10_08,president_a,T_1007,opoczyński,-0.11448269360867602
97,2000_10_08,president_a,T_1008,pabianicki,0.012064744614168288
98,2000_10_08,president_a,T_1009,pajęczański,0.07291100757954205
99,2000_10_08,president_a,T_1010,piotrkowski,-0.142107838556859
100,2000_10_08,president_a,T_1011,poddębicki,0.003270469892885375
101,2000_10_08,president_a,T_1012,radomszczański,0.067279309051129
102,2000_10_08,president_a,T_1013,rawski,-0.07654640743707686
103,2000_10_08,president_a,T_1014,sieradzki,-0.012370844665809455
104,2000_10_08,president_a,T_1015,skierniewicki,-0.12079493859447799
105,2000_10_08,president_a,T_1016,tomaszowski,-0.031210750823689626
106,2000_10_08,president_a,T_1017,wieluński,0.060428986832340326
107,2000_10_08,president_a,T_1018,wieruszowski,0.03656058521094879
108,2000_10_08,president_a,T_1019,zduńskowolski,0.05452503188045066
